iter	Logloss
262	0.2047922698
263	0.2045877446
264	0.2044233809
265	0.2042330114
266	0.2039907627
267	0.2035594943
268	0.2033770238
269	0.2031697973
270	0.2030229963
271	0.2028655455
272	0.2025821121
273	0.2022883062
274	0.2021367633
275	0.2018572699
276	0.2016168741
277	0.201145128
278	0.2007815449
279	0.2005949475
280	0.2004143085
281	0.1998196654
282	0.1994766055
283	0.1991837587
284	0.1987620871
285	0.1985767185
286	0.198384467
287	0.1982417569
288	0.1980706251
289	0.1977925107
290	0.1974777065
291	0.1971651212
292	0.1969225057
293	0.1967422853
294	0.1964647996
295	0.1961006835
296	0.195530139
297	0.1953126224
298	0.1950593486
299	0.1949069255
300	0.1943625422
301	0.19387255
302	0.193527862
303	0.1930751997
304	0.1928771213
305	0.1926482772
306	0.1924015983
307	0.1922168925
308	0.1917568231
309	0.1915063192
310	0.1913079914
311	0.1910960496
312	0.1909239563
313	0.1906495155
314	0.1904262623
315	0.1902026747
316	0.1899904875
317	0.1898320429
318	0.1894426587
319	0.1892628158
320	0.1889149515
321	0.1886574752
322	0.188286574
323	0.1878154477
324	0.1872348192
325	0.1870910082
326	0.1868814635
327	0.1865963603
328	0.1862263554
329	0.1860178822
330	0.1856744117
331	0.1850586583
332	0.1848576488
333	0.1846668156
334	0.1844815634
335	0.1842891842
336	0.1840649423
337	0.1837452829
338	0.1834853427
339	0.1830471777
340	0.1824903572
341	0.1822550876
342	0.1820405934
343	0.1818040104
344	0.1815929648
345	0.1814385607
346	0.1811816824
347	0.1808915593
348	0.1807364558
349	0.1805797349
350	0.1800848307
351	0.1798762168
352	0.1794357737
353	0.1792543023
354	0.1789579778
355	0.1784529314
356	0.1782675977
357	0.1779997428
358	0.1776306577
359	0.1774220015
360	0.1771737401
361	0.1770024275
362	0.1767873101
363	0.1765932086
364	0.1764155167
365	0.1762151374
366	0.1759992897
367	0.1757864747
368	0.1755792157
369	0.1752563281
370	0.1750674798
371	0.1748697948
372	0.1747564779
373	0.1745104421
374	0.1743286213
375	0.1741495652
376	0.1736932587
377	0.1734209986
378	0.1733046715
379	0.1731201003
380	0.1729028119
381	0.172798422
382	0.1726895508
383	0.1722627379
384	0.1720776976
385	0.171852355
386	0.1716700471
387	0.1715153475
388	0.1713636046
389	0.1712059051
390	0.1706991482
391	0.170571394
392	0.170461497
393	0.1702975814
394	0.1701207945
395	0.1699734689
396	0.1697137435
397	0.1694798008
398	0.169314424
399	0.1691548647
400	0.1689206385
401	0.1687255726
402	0.16834289
403	0.1679086996
404	0.1675090693
405	0.1672434911
406	0.1669686407
407	0.1668465643
408	0.1666270075
409	0.1664603044
410	0.1662418672
411	0.1660284921
412	0.1658246982
413	0.165573804
414	0.1653399895
415	0.1650901297
416	0.1648819382
417	0.164771726
418	0.1646129551
419	0.1644583692
420	0.1642796962
421	0.1640195091
422	0.1638344851
423	0.1636792999
424	0.163549636
425	0.1633621489
426	0.1631151401
427	0.1629056036
428	0.1627892378
429	0.162557127
430	0.1623585755
431	0.1621589809
432	0.1619328851
433	0.1616730422
434	0.1614090228
435	0.1611691228
436	0.1610076798
437	0.1607881157
438	0.1606533248
439	0.1604435605
440	0.1603545966
441	0.1601485789
442	0.1599520344
443	0.1597553421
444	0.1596432902
445	0.1594874616
446	0.1592900872
447	0.1590895658
448	0.1588497585
449	0.1587053322
450	0.1585596714
451	0.158383094
452	0.1581676071
453	0.1579951179
454	0.1578658969
455	0.157716399
456	0.1575413113
457	0.1573853566
458	0.1572035091
459	0.1569561981
460	0.1568624453
461	0.1567508823
462	0.1565420323
463	0.1564015906
464	0.1562239269
465	0.1561351244
466	0.1559025654
467	0.1557332891
468	0.1555565532
469	0.1554653426
470	0.1552804637
471	0.155023373
472	0.1548473339
473	0.1547208206
474	0.1545547241
475	0.1543780141
476	0.154172675
477	0.1539528002
478	0.153788237
479	0.1536693663
480	0.1534952056
481	0.1531549775
482	0.1529876622
483	0.1527804485
484	0.1526673909
485	0.1524992139
486	0.1523060901
487	0.1521468625
488	0.1520433469
489	0.151828635
490	0.151698007
491	0.1514642224
492	0.1513741313
493	0.1511949923
494	0.1509429946
495	0.1507731544
496	0.1505693849
497	0.150419554
498	0.1502725459
499	0.1499156622
500	0.1497183919
501	0.1495351833
502	0.1494033814
503	0.149283686
504	0.149212323
505	0.1491021817
506	0.1489247221
507	0.148777597
508	0.1486665883
509	0.1485246481
510	0.1483181864
511	0.1482154831
512	0.1480677875
513	0.1479624108
514	0.1478154253
515	0.1476772752
516	0.1474748638
517	0.1473318562
518	0.1471753928
519	0.1470473869
520	0.1469425553
521	0.1468089678
522	0.1465929911
523	0.1464172973
524	0.1462826903
525	0.1461587835
526	0.1459968124
527	0.145856083
528	0.1457724746
529	0.1455690641
530	0.1454112532
531	0.145293926
532	0.1451275865
533	0.1449898213
534	0.1448147102
535	0.1447251093
536	0.144609059
537	0.1444866775
538	0.144315467
539	0.1442171519
540	0.1440740799
541	0.1438864526
542	0.1437097378
543	0.1435382533
544	0.1434032017
545	0.1432817883
546	0.1430303137
547	0.1428729134
548	0.142738296
549	0.1425662672
550	0.142420794
551	0.1422795238
552	0.1421580947
553	0.1419968363
554	0.1418212696
555	0.141614332
556	0.1414172356
557	0.1412280389
558	0.1410517353
559	0.1408895254
560	0.1407057705
561	0.1406179052
562	0.1404983127
563	0.1403305535
564	0.1401795129
565	0.1400172787
566	0.139900783
567	0.1397694565
568	0.1394526939
569	0.1393677312
570	0.1392150213
571	0.1390819291
572	0.1389579121
573	0.1388407538
574	0.1387706803
575	0.1386110676
576	0.1384107689
577	0.1382748458
578	0.1381107877
579	0.1379836086
580	0.1377845468
581	0.1376590057
582	0.1375049118
583	0.1373265148
584	0.1372125151
585	0.1370899331
586	0.1369347804
587	0.1366916802
588	0.1366580609
589	0.1365028042
590	0.1362974545
591	0.1361093215
592	0.1360500731
593	0.1358411534
594	0.1357114225
595	0.1355341972
596	0.1354311857
597	0.1353270747
598	0.1351784279
599	0.1350233374
600	0.134875372
601	0.1347739607
602	0.1344925076
603	0.13438988
604	0.1342852559
605	0.1341901937
606	0.1341037785
607	0.1340529225
608	0.133892096
609	0.1337679242
610	0.1336730321
611	0.1334951641
612	0.1332910514
613	0.1331586934
614	0.1330313428
615	0.1329192974
616	0.1327543355
617	0.1326478593
618	0.1325219832
619	0.132374593
620	0.1322050742
621	0.1320762624
622	0.1319671746
623	0.1318500542
624	0.131701444
625	0.1315754407
626	0.1314487272
627	0.1312495983
628	0.1311123583
629	0.1310141167
630	0.1308905416
631	0.1307704804
632	0.1306161597
633	0.1304270527
634	0.1302567045
635	0.1301241087
636	0.1299888311
637	0.1298695407
638	0.1298102
639	0.1296818028
640	0.1295340051
641	0.1293362676
642	0.1292131663
643	0.1290642268
644	0.1289651359
645	0.1288182941
646	0.1287526814
647	0.1286394795
648	0.1285360718
649	0.1283776042
650	0.1282944199
651	0.1282160455
652	0.1279608476
653	0.1278237118
654	0.1277189426
655	0.1275651732
656	0.1274476032
657	0.1272998349
658	0.1271416182
659	0.1270174157
660	0.1269159733
661	0.1267778916
662	0.1267184284
663	0.1266286252
664	0.1265360862
665	0.1264425178
666	0.1263450486
667	0.1261896184
668	0.1260966619
669	0.1259430474
670	0.1258230287
671	0.1256898277
672	0.1255514407
673	0.1254485633
674	0.1253238649
675	0.1252441073
676	0.1251325695
677	0.1249728979
678	0.1248559302
679	0.1247489157
680	0.1246120642
681	0.1245184488
682	0.1243820509
683	0.1242799262
684	0.1241559628
685	0.124071249
686	0.1239447862
687	0.1238386184
688	0.1236913189
689	0.1235654042
690	0.1232646903
691	0.1231792856
692	0.1230733678
693	0.1229510682
694	0.1228584451
695	0.122726291
696	0.1226397025
697	0.1225544956
698	0.122441312
699	0.1223790959
700	0.1223003008
701	0.1222136518
702	0.1220727915
703	0.1219723223
704	0.1218868274
705	0.1217583212
706	0.1216147539
707	0.121464682
708	0.1213266137
709	0.1212401944
710	0.1211212996
711	0.1209788829
712	0.1208769008
713	0.1207726828
714	0.1205993179
715	0.1205169579
716	0.1204440488
717	0.1203469078
718	0.1202123129
719	0.1201322678
720	0.1199617094
721	0.1198884615
722	0.1197863592
723	0.1197088832
724	0.1196475838
725	0.1195954801
726	0.1194879139
727	0.1194428012
728	0.1193341068
729	0.1192087476
730	0.119127432
731	0.1189987703
732	0.1188940137
733	0.1188164195
734	0.1187217977
735	0.1185611833
736	0.1184621894
737	0.1183153851
738	0.118231974
739	0.1181313559
740	0.1180573874
741	0.1179824757
742	0.1178445393
743	0.1177558327
744	0.1176255702
745	0.1174887698
746	0.1173708061
747	0.1172522591
748	0.1171479823
749	0.1170702595
750	0.1169603667
751	0.1168601804
752	0.116797005
753	0.1167004221
754	0.116583277
755	0.1164905166
756	0.1164135558
757	0.1163051954
758	0.1162364205
759	0.1161216079
760	0.1160449253
761	0.1159125946
762	0.1158233747
763	0.1157272947
764	0.1156625724
765	0.1155670687
766	0.1154954328
767	0.1153796753
768	0.115248392
769	0.115168921
770	0.1150978805
771	0.114998182
772	0.114919581
773	0.1148340245
774	0.1146650574
775	0.1145424524
776	0.114360817
777	0.114287064
778	0.114190001
779	0.1140696081
780	0.1139294915
781	0.1138002553
782	0.1136690269
783	0.1135326944
784	0.1133771133
785	0.1133034909
786	0.1131934461
787	0.1131200842
788	0.1130362153
789	0.1129602355
790	0.1128738515
791	0.1127966603
792	0.1127139882
793	0.1126135858
794	0.1125395187
795	0.1124369162
796	0.1123312857
797	0.1122489136
798	0.1121412774
799	0.1120218879
800	0.1119619481
801	0.1117889435
802	0.1117314968
803	0.1116579194
804	0.1115952702
805	0.111526772
806	0.1114434669
807	0.1113622149
808	0.1112510164
809	0.1111629435
810	0.1110540606
811	0.1110092412
812	0.1109240478
813	0.1108755113
814	0.1107739615
815	0.110665406
816	0.1105734144
817	0.1105104786
818	0.1104921479
819	0.1104332606
820	0.1102631488
821	0.1101871494
822	0.1101011635
823	0.1100396042
824	0.1099173255
825	0.109808594
826	0.1097503118
827	0.1096714521
828	0.1096062553
829	0.1095164319
830	0.1094507706
831	0.1093891126
832	0.109305117
833	0.1092501718
834	0.1090834541
835	0.1090270956
836	0.1089544746
837	0.1088619471
838	0.1087647595
839	0.1086771733
840	0.1085826437
841	0.1084523657
842	0.1083486538
843	0.108291466
844	0.1082032703
845	0.1081330136
846	0.1080550256
847	0.1079508036
848	0.1078435131
849	0.1077716435
850	0.1076336335
851	0.1075541992
852	0.1074492747
853	0.1073268726
854	0.1072650502
855	0.1071560311
856	0.1071007319
857	0.1070328992
858	0.1068994972
859	0.1068490917
860	0.1068206517
861	0.1066727609
862	0.1065879107
863	0.1065122646
864	0.1063992714
865	0.1062942907
866	0.1061593972
867	0.1060905596
868	0.1060023774
869	0.1059294702
870	0.1058303364
871	0.1057140911
872	0.1056269022
873	0.105555673
874	0.1055244127
875	0.1054601559
876	0.1053647444
877	0.1052782655
878	0.1052063309
879	0.105109233
880	0.104976652
881	0.1049057267
882	0.1047931361
883	0.1046196431
884	0.1045338433
885	0.1044786244
886	0.1043796145
887	0.1042997276
888	0.1042211398
889	0.1041486498
890	0.1040585607
891	0.1039859879
892	0.1038956332
893	0.1038454429
894	0.1038002492
895	0.1037253029
896	0.1036363161
897	0.1035500913
898	0.1034797762
899	0.1033549172
900	0.1032542945
901	0.1031726163
902	0.1030724962
903	0.1029740349
904	0.1029059645
905	0.1027762117
906	0.1026727712
907	0.1025946351
908	0.1025429357
909	0.1024805699
910	0.1024019131
911	0.1023212492
912	0.1022493891
913	0.1021985475
914	0.1021185667
915	0.1020015571
916	0.1019068631
917	0.1018293644
918	0.1017444463
919	0.1017076036
920	0.1016409722
921	0.1016038083
922	0.1014941994
923	0.1014102734
924	0.1012938358
925	0.1012288878
926	0.101167809
927	0.1010887363
928	0.1009804928
929	0.1008885689
930	0.1007844082
931	0.1006754537
932	0.1005816309
933	0.1005173263
934	0.1004319064
935	0.1003818277
936	0.1002717428
937	0.1001685527
938	0.09992752892
939	0.09983090383
940	0.09972991068
941	0.09967704705
942	0.09957686564
943	0.0994819172
944	0.09939843658
945	0.09929779007
946	0.09925416662
947	0.0992033435
948	0.09915455638
949	0.09905243999
950	0.09898763863
951	0.09892843003
952	0.09884676526
953	0.09877262892
954	0.09870803116
955	0.09863442525
956	0.09858050584
957	0.0985256351
958	0.09840204504
959	0.09831804489
960	0.09824875704
961	0.09813147458
962	0.09806866182
963	0.09800423701
964	0.09794021175
965	0.09787424272
966	0.09780879231
967	0.09775259731
968	0.09768383543
969	0.09762077337
970	0.09752782389
971	0.09744601556
972	0.09737233648
973	0.09732476432
974	0.09722915663
975	0.0971543444
976	0.097098922
977	0.09705898343
978	0.09697058285
979	0.09692895682
980	0.0968577996
981	0.09675853174
982	0.09671993367
983	0.09663793338
984	0.09658026399
985	0.09650351076
986	0.09641617746
987	0.09628664683
988	0.09620470494
989	0.09616405198
990	0.09610047396
991	0.09604046032
992	0.09596244451
993	0.09587593152
994	0.09581346165
995	0.09573325465
996	0.09568341443
997	0.09562096267
998	0.09556489859
999	0.09548191507
